obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,0.9999999403953552,0.17056425244126316,-4.596643924713135,0.7130603194236755,-0.01705452799797058,0.9755305051803589,-4.579135417938232,0.7132002711296082,-0.029732346534729004,0.9442527890205383,-2.4154469966888428,-0.2442576140165329,0.5645108222961426,183.6,10.0,-88.34519958496094,-88.34519958496094,4.707764148712158,10.0,1,2000,424.8301182520186,4.473992824554443,0.08120325207710266,1.3437148332595825
0.0,0.9999999403953552,0.18840904705084133,-8.159372329711914,1.4148013591766357,-0.0013217329978942871,0.9941465854644775,-8.139355659484863,1.383339762687683,0.14578300714492798,0.8399092555046082,-4.233639240264893,-0.10079820454120636,0.7675672769546509,288.0833333333333,12.0,-133.44747924804688,-133.44747924804688,9.815530776977539,12.0,2,4000,407.51744260046075,7.92578125,0.1571066975593567,0.004741673357784748
0.0,0.9999999403953552,0.18840904705084133,-11.28115463256836,2.068747043609619,0.9839837551116943,0.0008535577799193561,-11.217902183532715,2.075025796890259,0.9296664595603943,0.12988637387752533,-5.865321636199951,-0.009386500343680382,0.7997235059738159,425.7142857142857,14.0,-191.0305938720703,-191.0305938720703,15.066107034683228,14.0,3,6000,398.2448807902122,10.897710800170898,0.22871331870555878,0.6674749851226807
0.0,0.9999999403953552,0.16067924131698763,-12.29104995727539,3.0015294551849365,0.8237947225570679,0.5168962478637695,-12.070378303527832,2.973801374435425,0.34414970874786377,0.7244963645935059,-7.337953090667725,0.12302592396736145,0.7849780917167664,259.07142857142856,28.0,-110.97352600097656,-110.97352600097656,20.494205236434937,28.0,4,8000,390.35424441722034,11.911916732788086,0.20133809745311737,0.5415245890617371
0.0,0.9999999403953552,0.16720346283821505,-12.780437469482422,3.175302267074585,0.9981943368911743,0.0043345424346625805,-12.512388229370117,3.1555087566375732,0.8427678346633911,0.28579312562942505,-8.148966789245605,0.23132236301898956,0.7707217931747437,203.28571428571428,49.0,-85.95064544677734,-85.95064544677734,25.049328327178955,49.0,5,10000,399.21230100009615,12.445428848266602,0.5692617893218994,0.05277159437537193
0.0,0.9999999403953552,0.19219606889656324,-13.289758682250977,3.387826681137085,0.9965022802352905,0.030301431193947792,-13.085944175720215,3.3988819122314453,0.8841035962104797,0.3097922205924988,-8.600497245788574,0.34406062960624695,0.7523342967033386,137.50574712643677,87.0,-58.78271484375,-58.78271484375,29.990294218063354,87.0,6,12000,400.1294523070174,12.749279975891113,0.5480250716209412,0.008416187018156052
0.0,0.9999999403953552,0.16067924131698763,-13.51318073272705,4.153711795806885,0.8444259166717529,0.5075911283493042,-13.316337585449219,4.165161609649658,0.3696679472923279,0.7015324234962463,-9.249350547790527,0.38258734345436096,0.7291523218154907,127.93457943925233,107.0,-52.97312927246094,-53.098087310791016,35.10226845741272,107.0,7,14000,398.83462281035435,13.36971664428711,0.37313470244407654,0.5723800659179688
0.0,0.9999999403953552,0.1316837837193291,-13.500787734985352,4.600064754486084,0.8746300935745239,0.37646743655204773,-13.207533836364746,4.60762882232666,0.8043139576911926,0.524802565574646,-9.811655044555664,0.3930520713329315,0.7262033820152283,124.0546875,128.0,-51.9174690246582,-35.38177490234375,39.92421770095825,128.0,8,16000,400.7592614548831,13.644081115722656,0.3055115044116974,0.5533449053764343
0.0,0.9999999403953552,0.10792071678026853,-13.016153335571289,4.837576389312744,0.5953682065010071,0.7795534729957581,-12.798724174499512,4.86651086807251,0.4238879084587097,0.8051995635032654,-10.092735290527344,0.4081774950027466,0.7289112210273743,117.49019607843137,153.0,-50.7050666809082,-34.60707092285156,44.73650622367859,153.0,9,18000,402.35596204141615,13.157440185546875,0.47792792320251465,0.6862559914588928
0.0,0.9999999403953552,0.08844582667210643,-13.000764846801758,4.787696838378906,0.665705680847168,0.7187424898147583,-12.73438835144043,4.80797815322876,0.5043635964393616,0.7223497629165649,-10.360532760620117,0.41517022252082825,0.7386597990989685,106.68983957219251,187.0,-46.51425552368164,-35.8407096862793,49.59327721595764,187.0,10,20000,403.2804670864662,12.849721908569336,0.7534885406494141,0.5259978175163269
