# {"t_start": 1548189974.4402926, "env_id": "guidance-collision-avoidance-single-continuous-action-v0"} 
r,l,t 
-25.701376,43,461.219702
-14.845351,37,461.384263
-22.010434,34,461.414183
-13.099377,38,461.448093
-14.779184,34,461.610658
-29.829726,41,461.647572
-9.332899,37,461.682467
-12.491221,38,461.845069
-14.069324,41,461.882957
-9.368781,39,462.048615
-27.472384,40,462.084547
-26.053689,43,462.123441
-10.292037,35,462.291024
-25.637468,47,462.338295
-18.628969,35,462.497973
-39.10934,49,462.54239
-3.465619,34,462.573308
-6.429876,32,462.739895
0.263847,22,462.760839
-18.439689,38,462.795714
-6.893899,36,462.980222
-19.177804,36,463.017124
-10.432603,35,463.049039
-12.070952,42,463.214025
-4.760976,42,463.252921
-11.160256,47,463.424869
-21.222084,34,463.455786
-21.413133,41,463.493686
-11.966244,36,463.659271
-18.352329,35,463.691162
-9.508129,33,463.723096
-20.534094,36,464.150966
-16.759769,36,464.186843
-21.403919,38,464.373374
-28.553543,39,464.411245
-12.905306,45,464.454143
-17.618649,41,464.624677
-22.307271,35,464.654597
-27.516084,44,464.826829
-26.337438,46,464.872719
-5.412207,41,464.914595
-20.794667,40,465.086054
-18.508901,38,465.118966
-15.105656,34,465.268709
-19.533317,35,465.301622
-14.448266,40,465.338061
-3.083247,42,465.500635
-7.61025,38,465.538526
-20.368302,34,465.572434
-17.674427,37,465.747966
-19.265886,37,465.779922
-8.841795,36,465.932475
-32.797769,53,465.977355
-23.913636,31,466.00528
-12.199642,38,466.16286
-24.886362,38,466.19677
-23.254641,42,466.356367
-14.057928,34,466.386264
-18.532126,35,466.416185
-19.106819,38,466.575165
-27.458082,43,466.614061
-13.834199,38,466.648994
-28.000497,35,466.808577
-27.104765,45,466.846467
-7.090019,35,467.013022
-21.163805,33,467.043915
-18.65218,38,467.077851
-23.039859,34,467.261335
-17.750904,42,467.303224
-10.849446,32,467.332146
-18.401464,51,467.498705
0.071057,25,467.522641
-23.483317,48,467.696739
-19.001589,34,467.728629
-22.282491,36,467.762538
-23.318791,37,467.922924
-31.113686,41,467.9608
-12.430812,34,467.992715
-26.844544,41,468.162262
-12.171376,34,468.194177
-26.032925,37,468.355747
-15.705642,40,468.391651
-5.970432,31,468.420573
-22.913402,31,468.84607
-20.234024,39,468.882005
-20.451632,43,468.920875
-23.348887,36,469.088295
-10.044388,41,469.126193
-19.875796,45,469.300728
-25.450411,57,469.350603
-23.138022,34,469.510171
-20.003197,52,469.558065
-26.097731,44,469.729584
-7.619721,35,469.762065
-15.411248,34,469.794951
-22.096651,39,469.964498
-17.997806,34,470.000402
-30.28025,51,470.051267
-18.298743,36,470.21588
-28.295095,41,470.256799
-4.623962,34,470.412743
-35.45052,46,470.453634
-29.697948,37,470.487545
-31.553556,39,470.652106
-3.501562,40,470.691998
-21.699392,35,470.861548
-20.490244,32,470.889472
-24.640534,36,470.922385
-24.852211,34,471.079964
-14.844581,37,471.111879
-24.847975,35,471.142797
-11.060986,38,471.305813
-24.060138,43,471.344719
-24.260386,35,471.376052
-18.292799,37,471.539617
-11.832463,36,471.572529
-19.135858,35,471.732331
-12.436486,40,471.768235
-24.628342,39,471.802144
-11.307865,32,471.961719
-11.838597,36,471.993633
-22.732992,38,472.027543
-12.249475,38,472.191108
-28.814857,40,472.227011
-19.221965,39,472.388601
-20.430091,39,472.423486
-19.924159,39,472.457397
-29.370115,44,472.627462
-12.229895,39,472.661398
-25.418272,40,472.82294
-15.064032,31,472.850865
-12.251262,32,472.879788
-22.19588,36,473.04812
-35.294191,44,473.088563
-18.417263,34,473.11851
-2.83656,38,473.547872
-28.361892,42,473.586747
-30.550556,36,473.619668
-23.500232,39,473.808156
-18.306881,38,473.846057
-32.677483,54,474.024579
-19.823054,39,474.057514
-17.650668,33,474.214582
-18.318685,30,474.241513
-17.454572,35,474.277459
-6.442754,37,474.432405
-25.442267,38,474.466315
-15.129715,39,474.501222
-28.591197,39,474.663211
-17.413039,36,474.697103
-7.411254,40,474.733996
-20.70145,37,474.89357
-19.227449,43,474.936456
-20.970445,42,475.098048
-17.433493,46,475.144899
-23.048915,37,475.17881
-8.489671,38,475.330405
0.834953,9,475.340379
-10.103314,35,475.372293
-17.6884,33,475.529873
-6.820798,47,475.571409
-29.373714,41,475.739948
-3.230528,36,475.775008
-12.03428,51,475.826869
-14.412344,43,476.002447
-17.010761,33,476.032336
-32.42655,46,476.20089
-24.785173,40,476.240782
-3.594575,34,476.273717
-17.914742,38,476.444237
-18.120291,29,476.472164
-7.041447,33,476.502084
-5.180473,46,476.685594
-20.041709,42,476.725488
-13.549352,35,476.88808
0.863381,7,476.895036
-16.871428,38,476.930939
-7.606425,33,476.961857
-12.568901,36,477.122462
-5.242672,42,477.161358
-23.352299,44,477.335455
-29.052007,37,477.368367
-19.413737,35,477.400709
-15.003708,35,477.562279
-24.353872,41,477.598182
-10.436041,43,477.637079
-17.066046,30,477.796652
-16.754277,34,477.826573
-22.997537,44,478.266903
-9.511294,36,478.301835
-22.933872,40,478.344696
-14.508389,48,478.529905
-30.778165,49,478.572787
-17.557709,39,478.734488
-12.553082,35,478.767375
-18.268146,44,478.807294
-8.056507,41,478.973824
-23.738701,45,479.015712
-26.182565,46,479.182291
-18.536434,36,479.216176
-5.500038,42,479.382756
-19.360889,41,479.417639
-16.747006,35,479.450552
-17.072899,39,479.623625
-19.130881,34,479.656512
-12.051886,39,479.691419
-22.955652,38,479.854281
-24.741238,37,479.88819
-13.464621,36,480.04919
-19.608853,39,480.085093
-25.384798,34,480.116558
-24.605627,35,480.282116
-11.849511,41,480.320015
-13.395103,38,480.354923
-14.128097,33,480.511505
-18.329176,34,480.541429
-11.690495,35,480.573362
-18.317811,36,480.735906
-5.94807,33,480.766824
-16.549243,41,480.934401
-29.137132,45,480.97427
-26.009957,44,481.013606
-25.144944,37,481.175189
-6.096434,41,481.214072
-21.380425,34,481.379976
-15.547971,31,481.410402
-22.874364,37,481.444339
-13.488745,38,481.608873
-31.721039,40,481.643806
-10.717764,41,481.680682
-22.851509,32,481.836266
-18.750821,37,481.868181
-21.822167,35,481.899099
-29.68951,43,482.068647
-13.15107,32,482.097569
-27.727743,37,482.263128
-14.345654,35,482.296067
-23.03959,36,482.329423
-12.006604,36,482.488041
-14.907133,35,482.518933
-6.218735,36,482.548859
-20.349808,34,482.990671
-13.707396,33,483.020592
-24.434158,35,483.053503
-13.781961,40,483.222085
-3.853999,35,483.258956
-9.231448,34,483.289873
-8.708648,31,483.438476
-11.489657,49,483.481363
-19.239091,37,483.639941
-20.576195,45,483.682826
-16.907966,35,483.716735
-22.039073,35,483.881828
-20.505871,39,483.916304
-19.146808,39,484.076875
-26.249178,38,484.111393
-26.673748,41,484.148318
-15.864057,36,484.3183
-26.175514,37,484.352209
-24.585013,38,484.386119
-17.369453,43,484.552675
-10.563348,34,484.58459
-11.41431,37,484.751147
-12.489495,32,484.782063
-22.01134,53,484.835919
-10.635245,45,485.006491
-18.763584,40,485.041398
-23.978536,36,485.199057
-11.736906,41,485.236956
-21.682973,44,485.412204
-20.39331,32,485.441127
-16.976218,32,485.47005
-27.252406,46,485.641136
-25.511721,52,485.688979
-20.002665,36,485.854537
-14.846578,39,485.889445
-29.704619,52,485.935346
-21.1337,34,486.094896
-15.617265,41,486.129803
-16.271235,36,486.294391
-16.394042,37,486.328274
-6.098057,33,486.36019
-19.336168,37,486.522253
-22.109151,39,486.557187
-10.76548,36,486.591069
-28.137253,48,486.769186
-17.716335,40,486.806088
-8.80232,33,486.981017
-24.273004,38,487.017921
-7.096707,33,487.049834
-31.420907,47,487.223407
-13.902902,34,487.256284
-13.999221,43,487.700099
-15.426055,41,487.741988
-23.166842,37,487.777892
-23.712546,39,487.947829
-15.321942,44,487.987724
-11.130645,38,488.153669
-9.828972,35,488.184587
-13.838257,37,488.218498
-14.126754,35,488.379068
-14.58167,35,488.410985
-19.594825,45,488.450904
-21.464296,40,488.61843
-17.819319,31,488.646366
-3.559636,38,488.679277
-10.126247,32,488.851807
-27.069887,46,488.896687
-23.951032,42,489.085694
-7.448423,43,489.128579
-9.377547,43,489.308124
-18.083741,33,489.338026
-9.486167,37,489.370938
-18.53117,48,489.542706
-24.972625,38,489.579607
-21.023717,34,489.610525
-23.291509,39,489.76611
-14.525553,34,489.795034
-16.23105,40,489.952612
-20.582752,43,489.990512
-31.133252,51,490.155073
-26.253955,43,490.192971
-21.200732,43,490.232866
-15.232876,38,490.39446
-11.340105,37,490.427347
-9.232401,33,490.458264
-18.941403,36,490.617838
-22.054311,35,490.647758
-25.612894,37,490.811625
-15.015251,29,490.838554
-21.723577,40,490.872464
-7.764899,31,491.027074
-28.17694,48,491.067955
-28.5651,45,491.108833
-25.308127,40,491.274391
-20.111199,36,491.307332
-22.606232,38,491.465881
-12.591693,30,491.491812
-4.536466,32,491.51976
-5.819911,40,491.691433
-25.215265,43,491.731327
-21.844658,36,491.765237
-26.630302,42,491.932793
-17.103048,39,491.969695
-15.557245,32,492.410842
-9.980112,33,492.440763
-17.200206,33,492.471696
-15.430297,45,492.641228
-19.764685,31,492.67015
-14.023008,39,492.706055
-26.215381,43,492.875629
-8.755908,43,492.9145
-20.829986,48,493.082572
-28.585797,40,493.117479
-22.622887,35,493.150391
-27.915336,47,493.321533
-6.910068,33,493.352455
-7.046983,40,493.517986
-13.922546,40,493.552916
-19.598449,40,493.588801
-18.797666,35,493.747581
-9.938579,49,493.79693
-10.182839,41,493.987422
-26.486371,37,494.023325
-18.306725,32,494.058232
-13.569467,45,494.273657
-34.318244,41,494.317546
-14.170539,34,494.480106
-9.330119,36,494.513018
-16.652415,35,494.544937
-20.906749,38,494.712491
-30.373574,41,494.748407
-7.798007,42,494.787306
-11.218439,33,494.933914
-19.523751,37,494.96685
-8.000919,34,495.119142
-8.342531,32,495.147067
-17.058041,36,495.180406
-5.887154,32,495.339112
-8.369395,35,495.370031
-24.958782,40,495.404479
-8.480532,31,495.561061
-21.382145,38,495.596966
-6.802578,37,495.628881
-14.114739,35,495.787458
-16.223676,41,495.822364
-23.515573,37,495.854279
-7.905657,40,496.016845
-26.258316,42,496.05674
-22.046005,39,496.218776
-13.097284,47,496.262632
-6.282922,39,496.428199
-14.335446,37,496.461104
-25.287986,34,496.492279
-17.716971,30,496.643408
-27.001393,48,496.685272
-10.540944,38,496.721175
-22.565299,38,497.16103
-23.257788,40,497.198901
-22.460231,51,497.374433
-17.704659,37,497.406348
-19.755265,42,497.443249
-18.983749,34,497.600827
-14.281198,35,497.632743
-18.198116,36,497.790829
-5.729377,34,497.82075
-18.856719,38,497.85466
-3.684325,47,498.025205
-8.696103,29,498.051481
-17.399435,32,498.080403
-17.856033,35,498.243479
-17.511186,43,498.283373
-23.582704,38,498.443944
-32.420749,44,498.483837
-8.187439,33,498.513758
-17.393199,37,498.675354
-20.806115,35,498.707273
-32.085033,47,498.74913
-20.223543,37,498.910698
-6.000553,36,498.940619
-21.268532,42,499.102695
-7.810862,36,499.133613
-16.108449,31,499.159544
-15.227861,47,499.333089
-27.426585,37,499.367302
-26.467775,38,499.525316
-19.415534,33,499.555236
-19.624869,38,499.591529
-15.709557,41,499.75609
-26.466304,36,499.789003
-22.110152,34,499.818923
-9.554631,43,499.990465
-14.140303,32,500.018419
-28.29426,44,500.177964
-8.277605,37,500.210877
-17.114547,41,500.247778
-14.836548,37,500.412411
-27.465524,44,500.449316
-5.879788,37,500.48719
-15.599899,34,500.647761
-27.878619,47,500.689662
-28.55669,39,500.847748
-22.808177,36,500.881663
-7.800443,34,500.911585
-26.982475,42,501.073176
-31.266873,49,501.115041
-23.802899,47,501.287609
-6.914045,34,501.317527
-9.931745,33,501.347422
-26.060471,47,501.812689
-4.274007,32,501.843629
-5.399721,32,502.010162
-10.941544,34,502.03811
-7.959194,30,502.065016
-12.756392,33,502.252516
-16.408765,48,502.292496
-20.272423,38,502.323414
-27.764784,35,502.482986
-15.934023,36,502.514928
-23.470352,38,502.547813
-4.449159,48,502.710411
-22.157782,39,502.74429
-14.58833,39,502.905888
-6.492968,29,502.931791
-19.976152,34,502.963704
-19.2644,43,503.126221
-24.308577,38,503.16014
-21.329596,42,503.326722
-18.333805,33,503.357638
-16.278834,35,503.389554
-24.135014,47,503.559473
-27.77727,39,503.59438
-16.014561,43,503.760936
-10.434175,34,503.791855
-11.658553,33,503.822771
-23.555769,33,503.985337
-22.796727,33,504.01426
-29.176729,45,504.055174
-17.227401,34,504.21273
-17.982037,31,504.24068
-7.660665,41,504.278555
-14.238386,34,504.435137
-26.746291,56,504.486023
-20.474651,35,504.646754
-25.434319,37,504.677671
-25.450451,43,504.719559
-26.793288,40,504.880129
-17.8756,46,504.925007
-6.826623,35,505.081116
-18.756649,45,505.119988
-24.828412,47,505.289536
-6.710658,35,505.320453
-17.483472,37,505.352368
-15.791304,38,505.526903
-8.843456,36,505.55782
1,1,505.558817
-18.157709,45,505.600708
-17.621259,37,505.75929
-26.173427,40,505.796185
-17.266065,32,505.960799
-22.398443,39,505.996704
-10.405323,41,506.03959
-20.021824,38,506.521846
-12.981333,47,506.567723
-16.270783,34,506.738268
-20.927295,41,506.779186
-19.372863,43,506.818056
-11.002827,33,506.977631
0.780555,10,506.987604
-21.722138,36,507.019519
-18.186266,35,507.186075
-8.966636,34,507.221978
-18.732506,44,507.260875
-20.789558,40,507.42592
-17.906989,48,507.4708
-4.595487,41,507.637497
-30.475174,36,507.671407
-16.837469,37,507.706315
-13.870061,35,507.859804
-11.762685,36,507.892718
-7.798196,37,507.925872
-25.068344,43,508.086425
-3.383966,35,508.117357
-13.987144,34,508.276934
-8.564907,34,508.306854
-20.947598,37,508.339741
-26.251245,34,508.502306
-33.088868,44,508.539233
-18.909718,38,508.573138
-25.501121,42,508.737678
-36.372581,58,508.790538
-25.089559,34,508.951645
-9.743446,40,508.986555
-33.05862,53,509.158005
-13.611259,41,509.192912
-12.758124,48,509.365797
-11.863099,36,509.396714
-19.516457,35,509.429626
-8.57298,40,509.59818
-16.32386,38,509.631088
-12.859518,34,509.659023
-15.115353,36,509.8146
-14.094765,41,509.853496
-7.791993,36,510.013076
-26.172854,40,510.048541
-26.627158,48,510.092393
-22.661424,34,510.262593
-18.716147,29,510.288523
-11.811083,33,510.317446
-18.245329,35,510.471518
-29.078879,36,510.505428
-23.559446,35,510.535347
-24.635962,32,510.690933
-15.331929,36,510.723859
-10.556774,36,510.75576
-32.217843,45,511.214743
-13.953982,37,511.248651
-21.201795,37,511.418365
-12.002688,34,511.448313
-25.540195,36,511.482221
-24.23566,37,511.642789
-19.916762,33,511.671689
-32.32711,38,511.705607
-13.577981,33,511.867167
-19.656498,31,511.89512
-13.717574,49,512.069628
-22.067151,38,512.104561
-30.559653,42,512.14343
-31.115976,41,512.310468
-18.841005,37,512.34338
-18.466181,41,512.512932
-21.218596,39,512.546842
-15.896735,32,512.574767
-22.6175,39,512.731562
-25.67433,51,512.779197
-22.941016,39,512.945263
-2.83231,42,512.985005
-4.27272,47,513.027153
-23.649233,41,513.191451
-17.74555,38,513.227698
-35.60408,52,513.402256
-12.535566,46,513.444137
-23.869441,31,513.599054
-17.649534,32,513.629118
-21.433034,40,513.65922
-21.030053,35,513.819269
-22.066642,42,513.859093
0.313547,20,513.869162
-17.028272,36,514.040684
-23.733788,38,514.069456
-24.094625,56,514.257863
-23.869403,38,514.295761
-8.098228,40,514.329305
-13.193329,35,514.494362
-20.017283,35,514.526278
-17.952756,31,514.556198
-6.555461,49,514.719253
-15.686313,37,514.759081
-20.792317,37,514.923067
-19.891714,38,514.95695
-25.508774,39,514.991307
-18.972148,36,515.151401
-3.242642,42,515.1893
-24.899006,45,515.365383
-21.437858,39,515.402284
-6.796849,39,515.439186
-9.166782,46,515.908177
-17.506821,47,515.955049
-29.224958,40,516.129125
-4.625029,34,516.162006
-8.087624,35,516.192922
-7.023066,46,516.374439
-15.684091,36,516.411354
-21.772006,36,516.581885
-14.730273,41,516.61779
-14.268435,39,516.652697
0.830475,8,516.660675
-5.65068,35,516.821272
-16.98395,35,516.851167
-21.300363,35,516.8851
-22.475143,35,517.040114
-20.86987,35,517.072057
-30.252909,45,517.242574
-31.52546,41,517.278479
-16.570078,35,517.309745
-19.830842,43,517.478229
-13.344182,31,517.510144
-22.071835,39,517.553029
-29.385307,44,517.735542
-27.153265,35,517.766495
-7.913364,37,517.920049
-9.442584,32,517.949998
-12.326423,35,517.97989
-2.338829,35,518.128494
-16.781711,35,518.159418
-27.330717,41,518.193321
-26.119038,42,518.375041
-10.317501,43,518.426898
-4.626671,32,518.597443
-24.518017,36,518.630658
-8.462821,33,518.660578
-28.395154,39,518.82216
-16.197415,34,518.852089
-7.623405,36,518.884993
-16.723512,41,519.052546
-7.253842,42,519.092451
-24.827081,40,519.255006
-33.608127,43,519.29091
-14.986899,35,519.321835
-23.507066,32,519.47873
-14.880401,38,519.511649
-23.019555,38,519.548545
-11.735984,40,519.707593
-25.176356,33,519.736997
-19.400815,41,519.900559
-14.444659,34,519.93048
-13.988431,33,519.959402
-20.567884,41,520.126928
-26.620769,43,520.169115
-6.97275,33,520.199037
-8.652343,36,520.666787
-13.073568,38,520.700698
-10.611352,36,520.861269
-32.079995,41,520.895202
-16.10752,38,520.92809
-2.132228,35,521.085181
-15.420255,38,521.120088
-7.687832,34,521.152002
-22.407983,39,521.316569
-16.89921,38,521.350478
-25.612609,38,521.513086
-21.57974,35,521.542009
-19.036761,31,521.5691
-10.883636,32,521.714711
-20.962222,40,521.748621
-12.836384,41,521.784525
-13.762562,43,521.949085
-23.99249,38,521.981997
-21.409719,35,522.134619
0.156064,28,522.158527
-18.066401,34,522.188478
-6.615459,35,522.219364
-12.053686,40,522.375971
-23.853454,38,522.408859
-19.797476,36,522.566439
-21.106496,46,522.606361
-15.085774,34,522.638271
-4.770152,42,522.798819
-13.818275,53,522.843699
-18.308221,31,523.000516
-15.14804,34,523.030436
-24.81532,42,523.068336
-6.758757,41,523.232896
-16.88207,38,523.267803
-12.200931,38,523.434386
-18.440997,43,523.477244
-14.637011,38,523.516141
-7.169131,34,523.674717
-7.230122,33,523.703664
-13.640161,33,523.731565
-16.970989,42,523.893642
-17.945273,44,523.931568
-11.928561,30,524.083137
-15.169681,37,524.117046
-20.084615,38,524.15196
-15.255738,39,524.317297
-13.347167,41,524.357191
-23.386552,43,524.531261
-18.46149,34,524.564173
-5.27123,40,524.601081
-19.536016,38,524.769653
-11.413485,40,524.808522
-12.870004,45,525.296221
-34.065286,45,525.342099
-23.380212,32,525.373015
-18.36064,31,525.541568
-27.161194,40,525.583454
-26.589781,48,525.636099
-21.198602,39,525.811027
-25.002604,34,525.842942
-17.511352,29,525.984564
-24.838331,42,526.026452
-26.233409,46,526.068341
-23.673741,36,526.227915
-24.68298,38,526.261851
-20.560482,31,526.28975
-28.315663,48,526.451318
-20.043998,34,526.483234
-21.820837,38,526.649295
-13.831284,32,526.679214
-17.407872,35,526.711639
-17.671593,35,526.870215
-28.710095,39,526.907117
-29.90925,36,526.939032
-5.710332,35,527.092123
-11.305913,34,527.121346
-12.903969,41,527.290405
-12.840655,37,527.325312
-12.483372,35,527.362213
-10.098706,35,527.523781
-17.382073,41,527.560683
-20.386594,39,527.599579
-16.474614,32,527.761148
-16.84394,37,527.796058
-10.781445,36,527.831961
-19.910322,32,527.995524
-21.484234,39,528.030434
-20.336336,34,528.063343
-19.6944,31,528.236387
-2.600093,44,528.27628
-16.600376,35,528.439329
-19.167094,36,528.474238
-10.900001,35,528.505155
-25.058191,37,528.682379
-23.729548,42,528.720412
-14.219387,37,528.755319
-2.794892,35,528.91629
-19.224473,43,528.955185
-23.774495,38,529.128723
-13.116321,38,529.162632
-14.335767,34,529.193549
-28.029492,36,529.363126
-12.126214,34,529.394044
-18.353097,32,529.423935
-20.163385,36,529.585505
-27.293399,48,529.627393
-22.613758,38,530.088173
-21.902993,36,530.120791
-3.297737,38,530.154701
-12.984497,31,530.31237
-16.500407,34,530.342318
-19.223521,39,530.378224
-11.208795,35,530.541781
-28.467293,37,530.574685
-12.351376,33,530.602595
-16.150827,33,530.761202
-10.884725,33,530.792091
1,1,530.794085
-15.002382,39,530.830987
-3.199426,32,530.995547
-21.641981,34,531.027463
-9.917033,37,531.061379
-21.304763,37,531.220975
-16.467657,37,531.254885
-13.85091,40,531.421442
-5.727144,41,531.459367
-18.963366,35,531.492252
-20.009464,37,531.646172
-20.212424,39,531.682049
-20.024687,42,531.841624
-11.352149,38,531.878525
-18.530653,33,531.907475
-20.777164,41,532.063033
-12.274354,36,532.094955
-23.154204,34,532.124868
-7.172238,41,532.284443
-9.416478,32,532.314363
-19.065591,32,532.34528
-15.741795,36,532.504236
-9.200598,32,532.532162
-18.17915,37,532.565079
-18.540402,36,532.720663
-23.13511,45,532.761555
-27.187441,50,532.93367
-15.669586,39,532.967207
-7.618996,36,533.138298
-14.100143,37,533.174204
-23.043954,43,533.213069
-24.083679,42,533.376632
-6.022117,43,533.414545
-20.414754,39,533.577121
-9.761675,33,533.60602
-3.108492,33,533.634967
-32.823147,51,533.805515
-11.593227,36,533.836429
-20.990415,38,533.998975
-13.451964,38,534.034904
-15.918835,44,534.074214
-8.533294,45,534.244786
-18.684917,35,534.275677
-16.215533,43,534.757273
-8.911599,39,534.796169
-6.951932,42,534.837059
-20.211618,41,535.02057
-13.065301,35,535.053483
-18.600406,48,535.226021
-32.73778,44,535.266913
-22.085116,32,535.295836
-15.264675,49,535.467378
-16.963869,40,535.503282
-5.028383,42,535.666876
-12.32906,34,535.697826
-18.201962,40,535.736691
-14.569488,41,535.901252
-30.412949,45,535.942173
-16.847495,42,536.109508
-16.109054,36,536.141442
-20.546991,38,536.174322
-7.053689,33,536.331925
-12.470666,33,536.363817
-10.769696,40,536.398725
-17.851121,33,536.561296
-4.914026,38,536.597195
-15.333138,36,536.761755
-18.408465,31,536.789681
-21.346477,39,536.824588
-24.263032,40,536.992167
-11.860633,40,537.027047
-23.661837,42,537.066941
-13.261086,30,537.219562
-12.867646,40,537.255438
-13.515893,32,537.412354
-12.536133,45,537.451251
-24.527513,43,537.490613
-13.595772,33,537.64919
-10.465843,37,537.681105
-7.777779,34,537.710028
-24.660682,34,537.869601
-32.844374,54,537.923459
-31.21274,42,538.082035
-19.367992,48,538.12395
-18.744877,34,538.280505
-20.203278,37,538.313418
-4.904964,42,538.351317
-10.975646,38,538.517997
-23.312813,34,538.547918
-23.391753,38,538.579839
-19.385263,40,538.737775
-12.743934,37,538.771685
-18.414587,42,538.93625
-24.165398,36,538.969158
-24.484992,34,538.999079
-17.627752,38,539.462019
-4.703632,37,539.495929
-10.281945,35,539.530837
-14.946033,29,539.686437
-19.608321,35,539.717354
-31.41858,40,539.753258
-8.900012,35,539.91218
-11.869686,31,539.939108
-23.020671,40,540.106661
-6.414098,31,540.136583
-5.952881,37,540.170517
-17.203053,33,540.330065
-19.854337,37,540.362976
-14.839329,34,540.393922
-10.958991,35,540.559453
-26.042613,42,540.600344
-18.461581,46,540.64323
-10.273086,32,540.792228
-29.551478,50,540.842096
-27.637924,44,541.010215
-16.900043,30,541.036146
-19.701199,34,541.066067
-10.293817,45,541.251103
-16.502591,38,541.284016
-21.858327,34,541.442616
-27.764747,34,541.4775
-24.947409,49,541.534348
-31.751763,46,541.728829
-20.087138,38,541.76175
0.808306,9,541.770718
-17.549128,44,541.937274
-14.976843,39,541.978167
-13.274357,38,542.177153
-6.370005,39,542.217052
-17.646031,42,542.256939
-23.757491,37,542.437359
-12.206257,41,542.473264
-19.152759,38,542.505463
-3.006133,33,542.654067
-10.481811,36,542.688973
-27.066308,42,542.85553
-12.88855,51,542.90041
-22.373386,37,542.933322
-19.787297,30,543.101873
-7.844141,38,543.142764
-10.20404,34,543.176673
-14.878799,34,543.362179
-14.651283,33,543.396115
-9.839357,33,543.428003
-17.774872,49,543.592597
-11.478361,31,543.621489
-24.513929,39,543.780455
-3.845161,35,543.813467
-28.652541,35,543.845411
-23.756302,41,544.316633
-16.273572,32,544.345561
-18.212028,35,544.37747
-18.230394,36,544.546046
-20.811034,39,544.581927
-24.680219,40,544.745489
-4.704243,38,544.776407
-12.78221,49,544.821287
-25.200313,44,544.992829
-24.76208,37,545.024745
-14.904959,35,545.192805
-26.063477,32,545.224187
-11.885626,34,545.2571
-17.241622,33,545.4097
-27.96673,45,545.447592
-18.397526,34,545.479508
-17.539193,35,545.643188
-22.007533,40,545.682085
-28.921342,42,545.845649
-25.791836,37,545.878562
-2.898529,36,545.910475
-25.484443,38,546.079025
-21.33576,43,546.116925
-24.667139,38,546.283495
-20.771579,36,546.31739
-17.88988,38,546.3513
-19.484161,34,546.510384
-26.47578,41,546.544845
-16.745218,36,546.576735
-18.608702,40,546.739077
-18.598819,39,546.773985
-21.323101,37,546.937037
-28.077633,34,546.96595
-10.669787,34,546.996867
-33.581422,41,547.165008
-25.036034,31,547.193932
-17.20306,32,547.223219
-24.756742,40,547.39278
-7.593968,34,547.423684
-10.058665,41,547.460585
-9.999213,29,547.634122
-24.445624,44,547.676034
-15.773998,40,547.835585
-9.344472,40,547.871503
-9.230593,40,547.910386
-12.778068,29,548.064972
-11.089633,41,548.100878
-15.495988,36,548.131823
-19.172716,31,548.289806
-21.68143,43,548.327705
-28.691014,38,548.487279
-21.317306,40,548.523183
-22.703006,44,548.562789
-13.375772,42,549.044783
-8.389052,36,549.07668
-16.993674,33,549.106601
-14.380144,36,549.271162
-23.753891,44,549.309063
-23.338685,36,549.464646
-7.053468,30,549.491573
-18.030723,32,549.520497
-16.611051,57,549.700017
-9.383548,34,549.735921
-18.272275,35,549.767863
0.962913,3,549.903209
-8.669636,32,549.931161
-24.467641,37,549.962504
-9.117855,43,550.128038
-9.568938,37,550.160949
-18.339489,38,550.194859
-7.434921,36,550.354433
-19.251088,36,550.385379
-4.715366,39,550.550909
-2.595422,35,550.581826
-19.13716,36,550.612745
-10.888207,31,550.76732
-18.39154,32,550.79625
-13.116369,28,550.824169
-2.76781,32,550.854089
-19.517015,41,551.019648
-12.665998,46,551.061396
-10.490132,37,551.22534
-12.463669,33,551.254425
-18.254613,36,551.288308
-12.728022,37,551.452902
-21.10008,39,551.489772
-17.664774,39,551.649372
-21.767375,38,551.681286
-22.547056,39,551.71518
-24.883372,34,551.875742
-5.81001,37,551.90965
-3.734905,34,551.939571
-18.450098,55,552.1161
-21.612591,38,552.153999
-17.082889,34,552.310604
-7.340787,32,552.338506
-21.156599,44,552.37746
-19.006977,34,552.537008
-12.003439,43,552.576902
-16.585747,32,552.605855
-15.057435,38,552.769632
-27.414981,38,552.803542
-11.89923,34,552.963116
-15.452021,41,552.999021
-17.881647,36,553.033941
-23.197905,37,553.191507
-9.691545,33,553.223422
-18.063351,37,553.261322
-18.892795,33,553.728631
-4.939134,46,553.770519
-5.729728,34,553.940388
-12.374224,47,553.983236
-13.601192,40,554.022133
-27.446262,37,554.184698
-25.847706,50,554.225597
0.941723,4,554.230576
-14.478373,33,554.387159
-11.787072,36,554.423095
-7.182492,38,554.458975
-25.700552,37,554.619538
-6.781479,31,554.646466
-12.011649,34,554.676387
-26.575773,49,554.846932
-15.334169,34,554.876875
-9.1789,47,555.049408
-33.603332,48,555.091284
-22.797531,36,555.253881
-27.590189,36,555.286789
-24.782434,50,555.331319
-11.962229,49,555.488898
-8.64459,41,555.523844
-32.043879,43,555.689374
-31.563817,44,555.726264
-18.379947,36,555.887835
-5.664831,42,555.923762
-14.943783,36,555.956651
-22.913032,30,556.113234
-19.893395,34,556.143179
-29.506229,43,556.180054
-14.227267,35,556.345153
-21.546683,49,556.390034
-9.415592,40,556.557587
-8.778711,33,556.587507
-12.600161,39,556.624435
-22.790308,38,556.794209
-13.851203,33,556.828144
-18.132978,41,556.865019
-9.868973,39,557.020604
