obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,0.9999999403953552,0.1639088940674591,-2.9399867057800293,0.6046669483184814,-0.9740340709686279,0.02256186679005623,-2.9240097999572754,0.5995425581932068,-0.5399686694145203,0.39084264636039734,-1.654361605644226,-0.05198631435632706,0.837125837802887,263.57142857142856,7.0,-60.28402328491211,-60.28402328491211,4.3480753898620605,7.0,1,2000,459.9736252649125,2.858504295349121,0.028196845203638077,0.43021562695503235
0.0,0.9999999403953552,0.17748984505303073,-4.416269302368164,1.1826772689819336,-0.0036123991012573242,0.9938626289367676,-4.391557216644287,1.1819820404052734,0.008412450551986694,0.9874421954154968,-3.004429578781128,-0.39459630846977234,0.7339370846748352,442.55555555555554,9.0,-153.89971923828125,-153.89971923828125,8.685774803161621,9.0,2,4000,460.52310710887883,4.946971893310547,0.06431452929973602,0.06442900747060776
0.0,0.9999999403953552,0.18840904705084133,-5.789961814880371,1.8883452415466309,-0.0018619298934936523,0.9978526830673218,-5.7400994300842285,1.8896923065185547,-0.9728291034698486,0.03955699875950813,-3.9771525859832764,-0.5822861194610596,0.6616580486297607,402.4,10.0,-141.48049926757812,-141.48049926757812,13.393603086471558,10.0,3,6000,447.9750490784966,6.741376876831055,0.1150909960269928,0.2694820463657379
0.0,0.9999999403953552,0.18840904705084133,-7.828218460083008,2.6837005615234375,-0.7724500894546509,0.2711741626262665,-7.823480606079102,2.6982345581054688,-0.3190135657787323,0.691338062286377,-5.109494209289551,-0.46505218744277954,0.7708154320716858,343.4782608695652,23.0,-118.90641784667969,-118.90641784667969,17.813718557357788,23.0,4,8000,449.0920845213239,9.644721984863281,0.2549106180667877,0.8658396005630493
0.0,0.9999999403953552,0.15440959267203633,-9.173627853393555,3.0936858654022217,-0.09895797073841095,0.9421569108963013,-9.146581649780273,3.0682404041290283,0.3768361806869507,0.594868004322052,-6.070460319519043,-0.33409997820854187,0.8125945329666138,316.83870967741933,31.0,-122.90447235107422,-122.90447235107422,22.103187084197998,31.0,5,10000,452.42344291376855,11.188260078430176,0.3247581422328949,1.1385166645050049
0.0,0.9999999403953552,0.12654552784140155,-10.241645812988281,3.595655918121338,-0.4340400695800781,0.8534850478172302,-10.193069458007812,3.568927049636841,-0.32974526286125183,0.8274155855178833,-7.2509260177612305,-0.29571831226348877,0.8129949569702148,306.2564102564103,39.0,-130.4908905029297,-130.4908905029297,26.458690643310547,39.0,6,12000,453.53718223520315,13.064476013183594,0.4321974515914917,0.43230733275413513
0.0,0.9999999403953552,0.10370968758833489,-11.218567848205566,3.847764730453491,-0.5537086725234985,0.7373899221420288,-11.138086318969727,3.832707405090332,-0.28521427512168884,0.854133129119873,-8.005659103393555,-0.36316463351249695,0.7956653833389282,323.07142857142856,42.0,-138.55523681640625,-138.55523681640625,30.76970601081848,42.0,7,14000,454.99297247356435,14.596721649169922,0.40843436121940613,0.6235918402671814
0.0,0.9999999403953552,0.0849947009834283,-12.47433090209961,3.9476664066314697,-0.2586654722690582,0.8869146108627319,-12.402563095092773,3.959951400756836,-0.13895192742347717,0.8864747881889343,-8.884957313537598,-0.3795543909072876,0.7916122674942017,313.9,50.0,-137.9502410888672,-137.9502410888672,35.22762107849121,50.0,8,16000,454.18905705696534,15.707636833190918,0.6798338890075684,0.656622052192688
0.0,0.9999999403953552,0.06965693719894053,-12.151493072509766,4.262529373168945,-0.3258906602859497,0.8844223618507385,-12.062599182128906,4.274148941040039,-0.3230050206184387,0.8532518744468689,-9.69505786895752,-0.3922766447067261,0.788846492767334,280.15625,64.0,-123.78431701660156,-123.78431701660156,39.61221241950989,64.0,9,18000,454.40531847533475,17.072162628173828,0.9417160749435425,0.5582469701766968
0.0,0.9999999403953552,0.057086957702023974,-13.507137298583984,4.585813999176025,-0.08557533472776413,0.9455228447914124,-13.439229965209961,4.595098972320557,0.05088905245065689,0.9078730344772339,-10.369767189025879,-0.3856489360332489,0.7941709756851196,226.89772727272728,88.0,-99.59579467773438,-99.59579467773438,43.91602802276611,88.0,10,20000,455.414592358671,17.65195083618164,1.0963950157165527,0.4947602450847626
0.0,0.9999999403953552,0.046785300513072836,-13.527117729187012,4.562384128570557,0.13889971375465393,0.9337284564971924,-13.408174514770508,4.5232439041137695,-0.1004495620727539,0.9525696039199829,-10.92444133758545,-0.3584408760070801,0.8083512783050537,189.59130434782608,115.0,-83.43533325195312,-75.56395721435547,48.414244413375854,115.0,11,22000,454.41171842231324,17.80750274658203,1.3273288011550903,0.4147869050502777
0.0,0.9999999403953552,0.03834263432855746,-13.659137725830078,4.4747114181518555,0.36975228786468506,0.8552859425544739,-13.509208679199219,4.5015177726745605,0.4577799439430237,0.8169249296188354,-11.44607162475586,-0.32573747634887695,0.8236943483352661,167.76923076923077,143.0,-75.59888458251953,-47.383216857910156,52.8036367893219,143.0,12,24000,454.51414825376855,17.35572052001953,1.3283332586288452,0.36646437644958496
0.0,0.9999999403953552,0.03142349394213421,-14.290935516357422,4.3169379234313965,0.3284086585044861,0.8883048295974731,-14.053230285644531,4.3720269203186035,0.2658998668193817,0.9059258699417114,-11.799946784973145,-0.2942351698875427,0.8370710611343384,141.9945355191257,183.0,-64.45709228515625,-31.450031280517578,57.1979501247406,183.0,13,26000,454.5617446656339,16.721817016601562,1.5644303560256958,0.3853326737880707
0.0,0.9999999403953552,0.02575295069895359,-12.606344223022461,4.175381660461426,0.2875124216079712,0.9183531999588013,-12.436882019042969,4.211849212646484,0.2844713628292084,0.9073854088783264,-12.075102806091309,-0.2590486705303192,0.849831223487854,123.76106194690266,226.0,-56.18691635131836,-26.20465850830078,61.696521043777466,226.0,14,28000,453.8343414879468,15.7913236618042,1.5777055025100708,0.3114955723285675
0.0,0.9999999403953552,0.0211056883401964,-12.599613189697266,4.376867294311523,0.26010745763778687,0.9237854480743408,-12.41054916381836,4.4203996658325195,0.032582640647888184,0.9373989701271057,-12.1825590133667,-0.23285247385501862,0.8600354194641113,109.86080586080585,273.0,-50.200191497802734,-21.826723098754883,66.17267656326294,273.0,15,30000,453.3593252997581,14.69273567199707,1.0528141260147095,0.37745553255081177
0.0,0.9999999403953552,0.019490749081111935,-11.710952758789062,4.196819305419922,0.1388310045003891,0.9394783973693848,-11.521806716918945,4.2223334312438965,0.15746566653251648,0.9336962103843689,-12.14379596710205,-0.2083030492067337,0.8689377903938293,98.88235294117646,323.0,-45.535011291503906,-20.703336715698242,70.54991698265076,323.0,16,32000,453.5795557047822,13.970454216003418,1.215790867805481,0.15898655354976654
0.0,0.9999999403953552,0.017644720880324885,-10.94365119934082,4.503446578979492,0.15716798603534698,0.9586097598075867,-10.711639404296875,4.561257839202881,0.22709976136684418,0.9273625612258911,-12.128658294677734,-0.1843440681695938,0.8768013119697571,90.57333333333334,375.0,-41.95877456665039,-19.889894485473633,74.98596286773682,375.0,17,34000,453.4181958824818,12.992547988891602,1.28273606300354,0.14421258866786957
0.0,0.9999999403953552,0.016294603698363365,-10.582414627075195,4.6292805671691895,0.27912992238998413,0.9236636757850647,-10.392714500427246,4.66081428527832,0.4157171845436096,0.8531737327575684,-12.085378646850586,-0.16835111379623413,0.8827478885650635,84.28337236533957,427.0,-39.14098358154297,-19.1176815032959,79.42923069000244,427.0,18,36000,453.23364820819336,12.41411018371582,1.0998164415359497,0.26879850029945374
0.0,0.9999999403953552,0.01695622994987775,-10.322731018066406,4.718660354614258,-0.03330496698617935,0.9426611661911011,-10.119237899780273,4.746736526489258,0.13516786694526672,0.9375654458999634,-12.013236045837402,-0.15488797426223755,0.8880179524421692,79.4623430962343,478.0,-36.94200134277344,-18.702136993408203,83.86178040504456,478.0,19,38000,453.1265591603655,12.003125190734863,0.9832046031951904,0.10756795108318329
0.0,0.9999999403953552,0.016294603698363365,-11.218427658081055,4.746181488037109,0.014278054237365723,0.9427164793014526,-11.023406982421875,4.744859218597412,0.08369520306587219,0.9488699436187744,-11.88876724243164,-0.14475449919700623,0.8913902640342712,75.85578747628084,527.0,-35.13592529296875,-18.034313201904297,88.69455623626709,527.0,20,40000,450.9859646114792,11.508611679077148,1.0773649215698242,0.14729247987270355
0.0,0.9999999403953552,0.016294603698363365,-10.202402114868164,4.795297145843506,0.08868055790662766,0.9627583026885986,-9.984330177307129,4.785895347595215,0.1552990972995758,0.9503422379493713,-11.779277801513672,-0.13728904724121094,0.8943435549736023,72.59342560553634,578.0,-33.65943145751953,-17.968769073486328,93.59785079956055,578.0,21,42000,448.7282522110774,11.015466690063477,0.8967284560203552,0.2095668613910675
0.0,0.9999999403953552,0.015350253774398782,-10.03978157043457,4.9206061363220215,0.11201535165309906,0.9518231749534607,-9.835853576660156,4.907846927642822,0.10908474773168564,0.9431151747703552,-11.656720161437988,-0.13289277255535126,0.8964006304740906,70.16108452950559,627.0,-32.532569885253906,-18.812911987304688,97.99272274971008,627.0,22,44000,449.012934484772,10.86978530883789,0.7802989482879639,0.2114800065755844
0.0,0.9999999403953552,0.015350253774398782,-9.871445655822754,4.825893402099609,0.08928085118532181,0.9448575377464294,-9.703214645385742,4.818972110748291,0.14667391777038574,0.9391104578971863,-11.560966491699219,-0.12418224662542343,0.8992533683776855,67.80678466076697,678.0,-31.45545196533203,-18.71644401550293,102.40515398979187,678.0,23,46000,449.1961410905691,10.455976486206055,0.9564132690429688,0.15358585119247437
0.0,0.9999999403953552,0.014751292160020392,-9.902386665344238,4.617956638336182,0.25091204047203064,0.9207735657691956,-9.706277847290039,4.594970226287842,0.11868368089199066,0.9424782991409302,-11.473557472229004,-0.11556529998779297,0.9017127156257629,65.62927496580028,731.0,-30.398624420166016,-17.505598068237305,106.82971692085266,731.0,24,48000,449.31318160809076,10.280587196350098,0.8713934421539307,0.16379490494728088
0.0,0.9999999403953552,0.014751292160020392,-10.328126907348633,4.671154022216797,0.18579205870628357,0.9030963182449341,-10.134445190429688,4.685693740844727,0.1791061908006668,0.9244881272315979,-11.397950172424316,-0.10683572292327881,0.9039546251296997,63.923273657289,782.0,-29.528676986694336,-17.039003372192383,111.31876754760742,782.0,25,50000,449.160560267761,10.031689643859863,0.8989690542221069,0.20503975450992584
0.0,0.9999999403953552,0.014175701821503062,-9.95724868774414,4.539339542388916,-0.06951173394918442,0.9530558586120605,-9.784850120544434,4.485758304595947,0.05126093327999115,0.9686734080314636,-11.321023941040039,-0.09758416563272476,0.9064050912857056,62.49038461538461,832.0,-28.769588470458984,-16.939598083496094,115.75781321525574,832.0,26,52000,449.2137381975605,10.077093124389648,0.7462894320487976,0.22030632197856903
0.0,0.9999999403953552,0.014751292160020392,-10.280323028564453,4.348602294921875,0.21740002930164337,0.9411677122116089,-10.093330383300781,4.323126316070557,-0.02098395675420761,0.957223117351532,-11.220932006835938,-0.0891452357172966,0.9086517691612244,60.92663656884876,886.0,-28.10084342956543,-17.589624404907227,120.22842001914978,886.0,27,54000,449.1450523212313,9.858207702636719,0.891325831413269,0.2023642361164093
0.0,0.9999999403953552,0.015047793132436803,-9.809810638427734,4.338243007659912,0.15463685989379883,0.9485439658164978,-9.62075424194336,4.292409896850586,0.16909855604171753,0.940742552280426,-11.145161628723145,-0.08141925185918808,0.9107140898704529,59.63684771033014,939.0,-27.521163940429688,-17.729650497436523,124.66684007644653,939.0,28,56000,449.1972361348088,9.718013763427734,0.7436223030090332,0.2050536870956421
0.0,0.9999999403953552,0.015350253774398782,-9.498292922973633,3.9393258094787598,0.17721934616565704,0.9550632834434509,-9.315718650817871,3.9045073986053467,0.30843961238861084,0.9274179935455322,-11.071500778198242,-0.07311298698186874,0.912534773349762,58.56868686868687,990.0,-27.103364944458008,-18.736616134643555,129.1170301437378,990.0,29,58000,449.2048797546868,9.874632835388184,0.8177353143692017,0.09366951882839203
0.0,0.9999999403953552,0.015047793132436803,-9.970683097839355,3.802699327468872,0.09970209747552872,0.9618729948997498,-9.787691116333008,3.770831346511841,0.04053134471178055,0.9709798097610474,-10.991227149963379,-0.06648050248622894,0.9141222238540649,57.61671469740634,1041.0,-26.728580474853516,-19.412689208984375,133.6227686405182,1041.0,30,60000,449.0252717440425,9.858760833740234,0.7555726766586304,0.20985467731952667
0.0,0.9999999403953552,0.016294603698363365,-10.048946380615234,3.7818763256073,0.031224325299263,0.979529619216919,-9.876510620117188,3.7343432903289795,0.010440833866596222,0.9821296334266663,-10.934673309326172,-0.06199430674314499,0.9158764481544495,56.75457875457875,1092.0,-26.236698150634766,-17.810949325561523,138.11401629447937,1092.0,31,62000,448.90447518235146,9.926761627197266,0.7466599345207214,0.4498680830001831
